 OTUID	CHF0M0R1	CHF1M1R1	CHF2M1R1	CHF4M1R1	CHF6M1R1	CHF1M3R1	CHF1M3R2	CHF1M3R3	CHF2M3R1	CHF2M3R2	CHF2M3R3	CHF4M3R1	CHF4M3R2	CHF4M3R3	CHF5M3R1	CHF5M3R2	CHF5M3R3	CHF6M3R1	CHF6M3R2	CHF6M3R3	CHF1M6R1	CHF1M6R2	CHF1M6R3	CHF2M6R1	CHF2M6R2	CHF2M6R3	CHF4M6R1	CHF4M6R2	CHF4M6R3	CHF5M6R1	CHF5M6R2	CHF5M6R3	CHF6M6R1	CHF6M6R2	CHF6M6R3	XWF0M0R1	XWF1M1R1	XWF2M1R1	XWF4M1R1	XWF5M1R1	XWF6M1R1	XWF1M3R1	XWF1M3R2	XWF1M3R3	XWF2M3R1	XWF4M3R1	XWF4M3R2	XWF4M3R3	XWF5M3R1	XWF5M3R2	XWF5M3R3	XWF6M3R1	XWF6M3R2	XWF6M3R3	XWF1M6R1	XWF1M6R2	XWF1M6R3	XWF2M6R1	XWF2M6R2	XWF2M6R3	XWF4M6R1	XWF4M6R2	XWF4M6R3	XWF5M6R1	XWF5M6R2	XWF5M6R3	XWF6M6R1	XWF6M6R2	XWF6M6R3	APF0M0R1	APF1M1R1	APF1M1R2	APF1M1R3	APF2M1R1	APF2M1R2	APF2M1R3	APF4M1R1	APF4M1R2	APF4M1R3	APF5M1R1	APF5M1R2	APF5M1R3	APF6M1R1	APF6M1R2	APF6M1R3	APF1M3R1	APF1M3R2	APF1M3R3	APF2M3R1	APF2M3R2	APF2M3R3	APF5M3R1	APF4M3R1	APF4M3R2	APF4M3R3	APF5M3R2	APF5M3R3	APF6M3R1	APF6M3R2	APF6M3R3	APF1M6R1	APF1M6R3	APF2M6R1	APF2M6R2	APF2M6R3	APF4M6R1	APF4M6R2	APF4M6R3	APF5M6R1	APF5M6R2	APF6M6R1	APF6M6R2	APF6M6R3	Taxonomy	superkingdom	phylum	class	order	family	genus	species
OTU1165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	Eukaryota{superkingdom}(100);Metazoa{superkingdom}(100);Arthropoda{phylum}(100);Insecta{class}(100);Hymenoptera{order}(100);Apidae{family}(99);Apis{genus}(93);Apis_mellifera{species}(93)	Eukaryota	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis_mellifera
OTU1166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	Eukaryota{superkingdom}(100);Fungi{superkingdom}(100);Ascomycota{phylum}(100);Pezizomycetes{class}(100);Pezizales{order}(100);Pyronemataceae{family}(100);Pyronema{genus}(100);Pyronema_domesticum{species}(100)	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Pyronema	Pyronema_domesticum
OTU1167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	36	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	Eukaryota{superkingdom}(100);Chrysophyceae{class}(81);Chromulinales{order}(70);Unassigned{family}(4);Unassigned{genus}(4);Unassigned{species}(4)	Eukaryota		Chrysophyceae	Chromulinales	Unassigned	Unassigned	Unassigned
OTU1168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	118	0	Eukaryota{superkingdom}(100);Metazoa{superkingdom}(100);Chordata{phylum}(100);Actinopteri{class}(100);Unassigned{order}(49);Unassigned{family}(49);Unassigned{genus}(49);Unassigned{species}(49)	Eukaryota	Chordata	Actinopteri	Unassigned	Unassigned	Unassigned	Unassigned
OTU1169	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	76	0	Eukaryota{superkingdom}(100);Bicosoecida{order}(91);Unassigned{family}(51);Unassigned{genus}(51);Unassigned{species}(51)	Eukaryota			Bicosoecida	Unassigned	Unassigned	Unassigned
OTU117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	17	14	0	44	0	0	8	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	544	0	0	0	0	75	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Eukaryota{superkingdom}(100);Metazoa{superkingdom}(100);Arthropoda{phylum}(100);Insecta{class}(100);Diptera{order}(100);Chironomidae{family}(100);Chironomus{genus}(100);Chironomus_tentans{species}(100)	Eukaryota	Arthropoda	Insecta	Diptera	Chironomidae	Chironomus	Chironomus_tentans
OTU1170	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	Eukaryota{superkingdom}(100);Oomycetes{class}(100);Lagenidiales{order}(69);Unassigned{species}(56)	Eukaryota		Oomycetes	Lagenidiales			Unassigned
OTU1171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	199	0	0	0	0	0	0	0	3	0	7	0	0	0	101	0	Eukaryota{superkingdom}(100);Fungi{superkingdom}(98);Chytridiomycota{phylum}(98);Chytridiomycetes{class}(98);Rhizophydiales{order}(96);Rhizophydiaceae{family}(78);Rhizophydium{genus}(78);Rhizophydium_sp._JEL317{species}(78)	Eukaryota	Chytridiomycota	Chytridiomycetes	Rhizophydiales	Rhizophydiaceae	Rhizophydium	Rhizophydium_sp._JEL317
OTU1172	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	6	0	Eukaryota{superkingdom}(100);Fungi{superkingdom}(100);Basidiomycota{phylum}(100);Microbotryomycetes{class}(100);Sporidiobolales{order}(100);Sporidiobolaceae{family}(100);Rhodotorula{genus}(100);Rhodotorula_glutinis{species}(61)	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula_glutinis
OTU1173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	Eukaryota{superkingdom}(100);Armophorea{class}(100);Armophorida{order}(100);Unassigned{species}(46)	Eukaryota		Armophorea	Armophorida			Unassigned
OTU1174	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	118	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	Eukaryota{superkingdom}(100);Fungi{superkingdom}(100);Basidiomycota{phylum}(100);Tremellomycetes{class}(100);Trichosporonales{order}(100);Trichosporonaceae{family}(100);Trichosporon{genus}(100);Trichosporon_asahii{species}(100)	Eukaryota	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Trichosporon	Trichosporon_asahii
OTU1175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	Eukaryota{superkingdom}(100);Metazoa{superkingdom}(100);Nematoda{phylum}(100);Chromadorea{class}(100);Rhabditida{order}(100);Rhabditidae{family}(100);Oscheius{genus}(100);Oscheius_tipulae{species}(100)	Eukaryota	Nematoda	Chromadorea	Rhabditida	Rhabditidae	Oscheius	Oscheius_tipulae
OTU1176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Eukaryota{superkingdom}(100);Labyrinthulomycetes{class}(100);Sorodiplophrys{genus}(99);Sorodiplophrys_stercorea{species}(99)	Eukaryota		Labyrinthulomycetes			Sorodiplophrys	Sorodiplophrys_stercorea
OTU1177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	9	0	Eukaryota{superkingdom}(100);Unassigned{species}(1)	Eukaryota						Unassigned
OTU1178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	Eukaryota{superkingdom}(100);Viridiplantae{superkingdom}(100);Streptophyta{phylum}(100);Polypodiopsida{class}(74);Dicksoniaceae_environmental_sample{species}(74)	Eukaryota	Streptophyta	Polypodiopsida				Dicksoniaceae_environmental_sample
OTU1179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	Eukaryota{superkingdom}(100);Spongomonadidae{family}(100);Spongomonas{genus}(100);Spongomonas_sp._CCAP_1971/1{species}(100)	Eukaryota				Spongomonadidae	Spongomonas	Spongomonas_sp._CCAP_1971/1
OTU118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota{superkingdom}(100);Unassigned{family}(39);Unassigned{species}(39)	Eukaryota				Unassigned		Unassigned
OTU1180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	Eukaryota{superkingdom}(100);Unassigned{phylum}(23);Unassigned{order}(6);Unassigned{family}(6);Unassigned{genus}(6);Unassigned{species}(6)	Eukaryota	Unassigned		Unassigned	Unassigned	Unassigned	Unassigned
OTU1181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	Eukaryota{superkingdom}(100);Fungi{superkingdom}(100);Basidiomycota{phylum}(100);Agaricomycetes{class}(100);Russulales{order}(91);Lachnocladiaceae{family}(83);Scytinostroma{genus}(78);Scytinostroma_alutum{species}(78)	Eukaryota	Basidiomycota	Agaricomycetes	Russulales	Lachnocladiaceae	Scytinostroma	Scytinostroma_alutum
OTU1182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	Eukaryota{superkingdom}(100);Chrysophyceae{class}(88);Unassigned{species}(23)	Eukaryota		Chrysophyceae				Unassigned
OTU1183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	Eukaryota{superkingdom}(100);Fungi{superkingdom}(100);Entorrhizomycetes{class}(98);Entorrhizales{order}(98);Entorrhizaceae{family}(98);Entorrhiza{genus}(98);Entorrhiza_parvula{species}(93)	Eukaryota		Entorrhizomycetes	Entorrhizales	Entorrhizaceae	Entorrhiza	Entorrhiza_parvula
OTU1184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	Eukaryota{superkingdom}(100);Unassigned{phylum}(33);Unassigned{order}(31);Unassigned{family}(28);Unassigned{genus}(17);Unassigned{species}(9)	Eukaryota	Unassigned		Unassigned	Unassigned	Unassigned	Unassigned
OTU1185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	Eukaryota{superkingdom}(100);Metazoa{superkingdom}(77);Unassigned{phylum}(28);Unassigned{class}(13);Unassigned{order}(11);Unassigned{family}(6);Unassigned{genus}(3);Unassigned{species}(3)	Eukaryota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU1186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	Eukaryota{superkingdom}(100);Fungi{superkingdom}(100);Ascomycota{phylum}(100);Saccharomycetes{class}(100);Saccharomycetales{order}(100);Debaryomycetaceae{family}(100);Scheffersomyces{genus}(100);Scheffersomyces_spartinae{species}(100)	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Scheffersomyces	Scheffersomyces_spartinae
OTU1187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	Eukaryota{superkingdom}(100);Oomycetes{class}(100);Pythiales{order}(63);Pythiaceae{family}(63);Pythium{genus}(63);Unassigned{species}(44)	Eukaryota		Oomycetes	Pythiales	Pythiaceae	Pythium	Unassigned
OTU1188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota{superkingdom}(100);Fungi{superkingdom}(100);Basidiomycota{phylum}(100);Tremellomycetes{class}(100);Tremellales{order}(79);Unassigned{family}(45);Unassigned{species}(45)	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Unassigned		Unassigned
OTU1189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Eukaryota{superkingdom}(100);Unassigned{phylum}(20);Unassigned{class}(12);Unassigned{species}(2)	Eukaryota	Unassigned	Unassigned				Unassigned
OTU119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	46	0	1	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	3	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	Eukaryota{superkingdom}(100);Viridiplantae{superkingdom}(100);Streptophyta{phylum}(100);Myrtales{order}(77);Onagraceae{family}(76);Oenothera{genus}(76);Oenothera_laciniata{species}(76)	Eukaryota	Streptophyta		Myrtales	Onagraceae	Oenothera	Oenothera_laciniata
OTU1190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Eukaryota{superkingdom}(100);Unassigned{species}(8)	Eukaryota						Unassigned
OTU1191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	Eukaryota{superkingdom}(100);Fungi{superkingdom}(100);Basidiomycota{phylum}(100);Agaricomycetes{class}(100);Unassigned{order}(36);Unassigned{family}(36);Unassigned{species}(36)	Eukaryota	Basidiomycota	Agaricomycetes	Unassigned	Unassigned		Unassigned
OTU1192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	23	Eukaryota{superkingdom}(100);Fungi{superkingdom}(100);Ascomycota{phylum}(100);Orbiliomycetes{class}(100);Orbiliales{order}(100);Orbiliaceae{family}(100);Dactylella{genus}(81);Dactylella_oxyspora{species}(81)	Eukaryota	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Dactylella	Dactylella_oxyspora
OTU1193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	Eukaryota{superkingdom}(100);Litostomatea{class}(100);uncultured_litostomatid_ciliate{species}(100)	Eukaryota		Litostomatea				uncultured_litostomatid_ciliate
OTU1194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	Eukaryota{superkingdom}(100);Fungi{superkingdom}(100);Zoopagomycota{phylum}(100);Entomophthoromycetes{class}(100);Entomophthorales{order}(100);Entomophthoraceae{family}(100);Entomophthora{genus}(99);Entomophthora_thripidum{species}(94)	Eukaryota	Zoopagomycota	Entomophthoromycetes	Entomophthorales	Entomophthoraceae	Entomophthora	Entomophthora_thripidum
OTU1195	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Eukaryota{superkingdom}(100);Fungi{superkingdom}(100);Ascomycota{phylum}(100);Saccharomycetes{class}(100);Saccharomycetales{order}(100);Dipodascaceae{family}(100);Geotrichum{genus}(98);Geotrichum_candidum{species}(98)	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Geotrichum	Geotrichum_candidum
OTU1196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	3	0	0	0	0	0	Eukaryota{superkingdom}(100);Synurophyceae{class}(100);Synurales{order}(100);Mallomonadaceae{family}(100);Mallomonas{genus}(100);Mallomonas_papillosa{species}(100)	Eukaryota		Synurophyceae	Synurales	Mallomonadaceae	Mallomonas	Mallomonas_papillosa
